tweet_id,tweet_text,traffic data
7.75E+17,M.T.A. N.Y.C. Subways:  A Train irregular subway service between W. 4th St. and Jay St.-Metrotech #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  E Train irregular subway service at W. 4th St. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  E Train NB irregular subway service at Jamaica Ctr. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  Q Train NB irregular subway service between Kings Hwy. and Prospect Park #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  D Train SB irregular subway service between 125th St. and 59th St.-Columbus Cir #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident cleared in #Bklyn:OnTheB.q.e. on I-278 EB approaching Atlantic Ave, stop and go traffic back to Hamilton Ave, delay of 2 mins",1
7.75E+17,M.T.A. N.Y.C. Subways:  A Train SB normal services resumed at 59th St.-Columbus Cir #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident, center lane blocked in #Queens on The L.I.E. EB at X24, stop and go traffic back to X22, delay of 3 mins #traffic",1
7.75E+17,"Accident in #Cortlandt on Rt-6 WB at Lexington Ave, stop and go traffic back to Strawberry Rd, delay of 6 mins #traffic",1
7.75E+17,Ramp restrictions in #Morris on I-80 WB at X47a #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident in #Queens on The L.I.E. EB at X24, stop and go traffic back to X22, delay of 3 mins #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,"Accident, right lane blocked in #Bklyn:OnTheB.q.e. on I-278 EB approaching Atlantic Ave, stop and go traffic back to Hamilton Ave #traffic",1
7.75E+17,M.T.A. N.Y.C. Subways:  A Train SB delays of uncertain duration at 59th St.-Columbus Cir #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident cleared in #Bergen on The G.W.B. Lower Level SB at NJ Side OB  After The Span To 95 SB, stop and go traf... https://t.co/cLJ9IKJQWV",1
7.75E+17,"Accident, right lane blocked in #JerseyCity on Rt 1-9 Truck NB at Newark Ave, stop and go traffic back to 440, delay of 2 mins #traffic",1
7.75E+17,Incident cleared in #Richmond on The Verrazano Brg Upper Level EB between Staten Island Side and Bklyn Side #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,"Accident in #Clifton on Rt-21 NB at Rt-46, stop and go traffic back to Dayton Ave, delay of 3 mins #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,M.T.A. N.Y.C. Subways:  4 Train normal services resumed at Bowling Green #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Disabled vehicle in #Richmond on The Verrazano Brg Upper Level EB between Staten Island Side and Bklyn Side #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,"Accident reported in #UnionTownship on The Garden State Pkwy SB at X139, stop and go traffic back to X140, delay of 1 min #traffic",1
7.75E+17,"Accident cleared in #WestIslip on The Southern St Pkwy WB at Robert Moses Cswy, stop and go traffic back to Bay Shore Rd, delay of 1 min",1
7.75E+17,"Accident, center lane blocked in #Bergen on The G.W.B. Lower Level SB at NJ Side OB  After The Span To 95 SB, sto... https://t.co/cLJ9IKJQWV",1
7.75E+17,Ramps closed in #Piscataway on Rt-18 SB at CR-609 #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Lane closures removed in #Richmond on The Verrazano Brg Upper Level WB between Bklyn Side and Staten Island Side #traffic,1
7.75E+17,M.T.A. N.Y.C. Subways:  F Train irregular subway service at Roosevelt Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Ramp restrictions in #Essex on The Garden State Pkwy SB at X145 #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident in #Clifton on Rt-21 NB at Rt-46, stop and go traffic back to Ackerman Ave, delay of 2 mins #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,Closed due to major event in #Brooklyn on The Gil Hodges Marine Pkwy BR SB between Flatbush Ave and Beach Channel Dr #traffic,1
7.75E+17,Closed due to major event in #Rockaway on The Gil Hodges Marine Pkwy BR NB between Beach Channel Dr and Flatbush Ave #traffic,1
7.75E+17,"Accident, left lane blocked in #Cranford on The Garden State Pkwy SB approaching X136, stop and go traffic back to X137, delay of 3 mins",1
7.75E+17,M.T.A. N.Y.C. Subways:  2 Train irregular subway service between 34th St.-Penn Station and Chambers St. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Two lanes closed in #Richmond on The Verrazano Brg Upper Level WB between Bklyn Side and Staten Island Side #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,M.T.A. N.Y.C. Subways:  4 Train irregular subway service between Bowling Green and Utica Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  3 Train irregular subway service between 34th St.-Penn Station and Chambers St. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  1 Train public transit services not operating between 14th St and S Ferry #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Closed due to accident in #Richmond on The Verrazano Brg Upper Level EB between Staten Island Side and Bklyn Side #traffic,1
7.75E+17,"Accident, two lanes blocked in #WestIslip on The Southern St Pkwy WB at Robert Moses Cswy, stop and go traffic back to Bay Shore Rd #traffic",1
7.75E+17,Bridge &amp; tunnel information in 1A. Hudson River Crossings - call tips to 212-377-7757 #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident in #RidgefieldPark on I-80 WB at x67, stop and go traffic back to x68, delay of 2 mins #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,"Accident, left lane blocked in #Queens on The Grand Central Pkwy WB at Hoyt Ave, stop and go traffic back to The B.Q.E., delay of 2 mins",1
7.75E+17,"Accident in #WestIslip on The Southern St Pkwy WB at Robert Moses Cswy, stop and go traffic back to Bay Shore Rd, delay of 1 min #traffic",1
7.75E+17,"Accident, left lane blocked in #TheBronx:OnTheBrucknerExpressway on I-95 NB approaching Pelham Pkwy, stop and go ... https://t.co/cLJ9IKJQWV",1
7.75E+17,"Accident, left lane blocked in #Paramus on NJ-17 NB north of Garden State Pky, stop and go traffic back to Rt-4, delay of 3 mins #traffic",1
7.75E+17,"Accident, left lane blocked in #Paramus on NJ-17 NB north of Garden State Pky, stop and go traffic back to Century Rd, delay of 1 min",1
7.75E+17,Closed due to accident in #Frankford on Rt-206 SB between CO Hwy 565 and Hwy 94 #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to accident in #Newton on Rt-206 NB between Hwy 94 and CO Hwy 565 #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,"Accident in #DixHills on The L.I.E. WB after X52, stop and go traffic back to X53, delay of 1 min #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,Closed due to major event in #Manhattan on 11th Ave SB between 57th St and W 48th St #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to major event in #NewYork on 11th Ave NB between W 48th St and 57th St #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Ramps closed in #Piscataway on Rt-18 SB at CR-609 #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Ramps closed in #Piscataway on Rt-18 NB at CR-609 #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident in #Nyc on The Harlem River Dr NB approaching G.W.B., stop and go traffic back to 8th Ave, delay of 1 min #traffic",1
7.75E+17,"Disabled vehicle, left lane blocked in #Manhattan on The FDR Dr NB at 79th St, stop and go traffic back to 49th St, delay of 3 mins #traffic",1
7.75E+17,Accident reported in #Carteret on NJ Tnpke Car Lanes NB between Thomas Edison Service Area Ramp and X12 #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to major event in #Bronx on Mosholu Pky SB between W Gun Hl Rd and Southern Blvd #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to major event in #Bronx on Mosholu Pky NB between Southern Blvd and W Gun Hl Rd #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to major event in #Bronx on Southern Blvd SB before Bronx River Pkwy and Mosholu Pkwy #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to major event in #Bronx on Southern Blvd NB between Mosholu Pkwy and Bronx River Pkwy #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,M.T.A. N.Y.C. Subways:  A Train SB normal transit services resumed at 59th St.-Columbus Cir #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Closed due to major event in #TheBronx on The Sheridan Xpwy SB between 177th St and Westchester Ave #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to major event in #TheBronx on The Sheridan Xpwy NB between Westchester Ave and 177th St #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Closed due to accident in #Queens on The L.I.E. Outer Roadway WB between Bell Blvd and Francis Lewis Blvd #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Accident reported in #TheBronx on Mosholu Pky SB between Rt-9A and I-87 #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Accident reported in #Bklyn on Belt Pkwy WB approaching The Mill Basin Draw Brg #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Accident in the opposing lanes in #CortlandtManor on Rt-6 WB between Military Rd and Scenic Overlook #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Accident in #Cortlandt on Rt-6 EB east of Scenic Overlook #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,M.T.A. N.Y.C. Subways:  E Train normal transit services resumed at Roosevelt Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Closed due to sports event in New York City #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,Ramps blocked in #Bayonne:OnTheNewarkBayHudsonCountyNjtpExt on I-78 EB at X14A #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Ramp restrictions in #HudsonRiverCrossingsGwb on The G.W.B. Upper Level NB at The Harlem River Dr #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Ramp restrictions in #AreaOfHudsonRiverCrossingsGwbUnderApartments on The G.W.B. Lower Level NB at The Harlem River Dr #traffic,0
7.75E+17,Ramp restrictions in #HudsonRiverCrossingsGwb on The G.W.B. Upper Level SB at The Harlem River Dr #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  E Train irregular subway service at Roosevelt Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  4 Train irregular subway service at Bowling Green #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  A Train SB irregular subway service at 59th St.-Columbus Cir #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident in #Queens:OnTheVanWyckExpwy on I-678 SB at The Grand Central Pkwy, stop and go traffic back to Union Tpk Ramps, delay of 1 min",1
7.75E+17,PATH:  Journal Sq/Hob/33rd St irregular train service. delays at Grove St #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,PATH:  Newark/World Trade irregular train service. delays at Grove St #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,Disabled vehicle in #Queens on The Queens Midtown Tunl WB between The Queens Side Of The Midtown Tunl and The Man... https://t.co/cLJ9IKJQWV,1
7.75E+17,"Disabled vehicle, left lane blocked on The FDR Dr SB at 79th St #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,M.T.A. N.Y.C. Subways:  2 Train SB irregular subway service between 241 St.-Wakefield and E. 180th St. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,M.T.A. N.Y.C. Subways:  2 Train irregular subway service between E. 180th St. and Flatbush Ave.-Bklyn. College #traffic,0
7.75E+17,M.T.A. N.Y.C. Subways:  A Train NB normal transit services resumed at Dyckman St. #traffic https://t.co/cLJ9IKJQWV,0
7.75E+17,"Accident, two lanes blocked in #TheBronx:TheBrucknerExpressway on I-95 SB at Westchester Ave #traffic https://t.co/cLJ9IKJQWV",1
7.75E+17,"NJ Transit:  Morris &amp; Essex Morristown Line delays up to 15 minutes at Midtown Direct, delay of 15 mins #traffic https://t.co/cLJ9IKJQWV",0
7.75E+17,"NJ Transit:  Northeast Corridor Trains delays up to 15 minutes at Penn Station New York, delay of 15 mins #traffic https://t.co/cLJ9IKJQWV",0
7.75E+17,"Accident, right lane blocked in #TheBronx:TheBrucknerExpressway on I-95 SB at Westchester Ave #traffic https://t.co/cLJ9IKsg5n",1
7.75E+17,Special parking restrictions in force in New York City #traffic https://t.co/cLJ9IKJQWV,1
7.75E+17,M.T.A. N.Y.C. Subways:  A Train NB irregular subway service at Dyckman St. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  G Train normal transit services resumed at Nassau Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  G Train irregular subway service at Nassau Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Accident, left lane blocked in #Queens:OnTheVanWyckExpwy on I-678 NB at The Grand Central Pkwy, stopped traffic back to Queens BL #traffic",1
7.74E+17,Police directing traffic in #StatenIsland:OnTheWestShoreExpwy on The W Shore Xpwy SB between Victory Blvd and Arden Ave #traffic,1
7.74E+17,M.T.A. N.Y.C. Subways:  1 Train SB irregular subway service at S Ferry #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  A Train irregular subway service between W. 4th St. and Jay St.-Metrotech #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,PATH:  Hoboken/33rd St public transit services not operating between Sinatra Dr and Newark St and 33rd St #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,M.T.A. N.Y.C. Subways:  E Train NB irregular subway service at Jamaica Ctr. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  E Train irregular subway service at W. 4th St. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  D Train SB irregular subway service between 125th St. and 59th St.-Columbus Cir #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  4 Train irregular subway service between Bowling Green and Utica Ave. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Jackknifed trailer in #Bronx on I-95 SB between Jerome Ave and Major Deegan Xpwy, stopped traffic back to The Bronx River Pkwy #traffic",1
7.74E+17,PATH:  Newark/World Trade normal transit services resumed between Newark and World Trade Ctr #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,PATH:  Journal Square/33rd St normal transit services resumed between Journal Sq and 33rd St #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,M.T.A. N.Y.C. Subways:  1 Train public transit services not operating between 14th St and S Ferry #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,Accident in #Bronx on I-95 SB at Jerome Ave #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,M.T.A. N.Y.C. Subways:  2 Train irregular subway service between 34th St.-Penn Station and Chambers St. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  3 Train irregular subway service between 34th St.-Penn Station and Chambers St. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,PATH:  Journal Square/33rd St delayed until further notice between Journal Sq and 33rd St #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,PATH:  Newark/World Trade delays of uncertain duration between Newark and World Trade Ctr #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  A Train SB normal transit services resumed at 34th St.-Penn Station #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Accident, right lane blocked in #Bklyn:OnTheB.q.e. on I-278 EB at Atlantic Ave #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,Incident cleared in #Bronx:OnTheCrossBronxExpressway on I-95 SB at 3rd Ave #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,M.T.A. N.Y.C. Subways:  Q Train NB irregular subway service between Kings Hwy. and Prospect Park #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,Bridge &amp; tunnel information in 1A. Hudson River Crossings - call tips to 212-377-7757 #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Accident, two lanes blocked in #Bklyn:OnTheGowanusExpwy on I-278 EB at The Prospect Expwy, stopped traffic back to Belt Merge #traffic",1
7.74E+17,"Accident, two lanes blocked in #Bklyn:OnTheGowanusExpwy on I-278 EB at The Prospect Expwy #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,Closed due to accident in #Frankford on Rt-206 SB between CO Hwy 565 and Hwy 94 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,Closed due to accident in #Newton on Rt-206 NB between Hwy 94 and CO Hwy 565 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Accident, center lane blocked in #EastBrunswick on NJ Tnpke Truck Lns NB at X9-Rt-18 #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,M.T.A. N.Y.C. Subways:  1 Train SB normal transit services resumed between 42nd St and Chambers St #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  1 Train SB irregular subway service between 42nd St and Chambers St #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,Disabled truck in #Bronx:OnTheCrossBronxExpressway on I-95 SB at 3rd Ave #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Accident, right lane blocked in #AreaOfHudsonRiverCrossingsTappanZeeBr on The NY State Thruway SB between The Tap... https://t.co/cLJ9IKJQWV",1
7.74E+17,Ramp restrictions in #Secaucus on Rt-3 WB at Paterson Plank Rd #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Accident, three lanes blocked in #AreaOfHudsonRiverCrossingsTappanZeeBr on The NY State Thruway SB between The Ta... https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, three lanes blocked in #AreaOfHudsonRiverCrossingsTappanZeeBr on The NY State Thruway SB between Tappan... https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, left lane blocked in #Bklyn:OnTheB.q.e. on I-278 EB at Cadman Plz #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident cleared in #Suffolk on Sunken Meadow Pky SB between Rt-454 and Northern Pky, stop and go traffic back to Rt-25, delay of 3 mins",1
7.74E+17,"People on roadway, caution in #Bklyn:OnTheGowanusExpwy on I-278 WB between The Gowanus Canal and The Prospect Expwy #traffic",1
7.74E+17,"Accident, right lane blocked in #Suffolk on Sunken Meadow Pky SB between Rt-454 and Northern Pky, stop and go traffic back to Rt-25 #traffic",1
7.74E+17,"Closed due to accident in #Suffolk on Sunken Meadow Pky SB between Rt-454 and Northern Pky, stopped traffic back to Rt-25, delay of 17 mins",1
7.74E+17,"Accident, left lane blocked on Belt Pkwy WB at Pennsylvania Ave, stop and go traffic back to 150th St, delay of 11 mins #traffic",1
7.74E+17,"Accident in #Teaneck on Rt-4 EB after River Rd, stop and go traffic back to Johnson Ave, delay of 2 mins #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident in #Bloomfield on The Garden State Pkwy NB at X149, stop and go traffic back to X147, delay of 5 mins #traffic",1
7.74E+17,"Accident, shoulder blocked in #Bloomfield on The Garden State Pkwy NB south of X149 and The Essex Tolls, stop and go traffic back to X148",1
7.74E+17,"Accident, two lanes blocked in #AreaOfEastRiverXingsQueensMidtownTunnelQueens on The Queens Midtown Tunl WB at X1... https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, center lane blocked in #Queens on The L.I.E. Lower Level WB approaching The B.Q.E., stop and go traffic back to Maurice Ave",1
7.74E+17,Accident in #Sayville on Sunrise Hwy WB at Lincoln Ave #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Incident cleared in #Queens on The Grand Central Pkwy EB at 188th St, stop and go traffic back to The L.I.E., delay of 11 mins #traffic",1
7.74E+17,M.T.A. N.Y.C. Subways:  2 Train NB delays of uncertain duration at 3rd Ave.-149th St. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Accident cleared in #TheBronx:OnTheBrucknerExpwy on I-278 EB at Sheridan Expwy, stop and go traffic back to The Deegan Expwy #traffic",1
7.74E+17,"Accident cleared in #Brooklyn on I-278 WB at The Manhattan Br, stop and go traffic back to The L.I.E., delay of 9 mins #traffic",1
7.74E+17,"Disabled vehicle, right lane blocked in #Queens on The Grand Central Pkwy EB at 188th St, stop and go traffic back to The L.I.E. #traffic",1
7.74E+17,PATH:  Newark/World Trade normal services resumed between Newark and World Trade Ctr #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  G Train NB normal services resumed at 21st St. #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,Accident cleared in #Elizabeth on NJ Tnpke Truck Lns SB south of X13a and X13 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Incident cleared in #Queens on The L.I.E. EB at X22, stop and go traffic back to 74th St, delay of 6 mins #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Ramp restrictions in #Queens on The L.I.E. EB at X22, stop and go traffic back to 74th St, delay of 6 mins #traffic https://t.co/cLJ9IKJQWV",0
7.74E+17,"Accident, left lane blocked in #RochellePark on NJ-17 NB at Essex St, stopped traffic back to Ter Ave, delay of 15 mins #traffic",1
7.74E+17,"Accident in #Hauppauge on The L.I.E. EB at X55, stop and go traffic back to X51, delay of 14 mins #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident cleared in #CrotonFalls on I-684 SB near Hardscrabble Rd, stop and go traffic back to I-84, delay of 9 mins #traffic",1
7.74E+17,"Accident in #Hauppauge on The L.I.E. EB at X55, stop and go traffic back to X45, delay of 32 mins #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, right lane blocked in #Brooklyn on I-278 WB at The Manhattan Br, stop and go traffic back to The L.I.E., delay of 9 mins #traffic",1
7.74E+17,"Incident cleared in #Clifton on Rt-3 EB at Bloomfield Ave, stop and go traffic back to Grove St, delay of 5 mins #traffic",1
7.74E+17,Accident in the opposing lanes in #Patchogue on Sunrise Hwy WB between CR-101 and Brookhaven Hospital Rd #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Accident in #Suffolk on Sunrise Hwy EB at Brookhaven Hospital Rd, stopped traffic back to Ocean Ave, delay of 22 mins #traffic",1
7.74E+17,Incident cleared in #AreaOfHudsonRiverXings:LincolnTunnelNj on The Lincoln  Tunl WB between The Tunl  Entrance an... https://t.co/cLJ9IKJQWV,1
7.74E+17,Incident cleared in #AreaOfTheStatenIslandCrossingsVzLower on The Verrazano Brg Lower Level WB between Bklyn Side and Staten Island Side,1
7.74E+17,Accident in #Hauppauge on The L.I.E. EB at X55 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,Accident in #Holbrook on Sunrise Hwy EB near Nicolls Rd #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Disabled vehicle, center lane blocked in #AreaOfHudsonRiverXings:LincolnTunnelNj on The Lincoln  Tunl WB between ... https://t.co/cLJ9IKJQWV",1
7.74E+17,Incident cleared in #Bklyn:OnTheGowanusExpwy on I-278 EB at 38th St #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Accident, shoulder blocked in #Middletown on The Garden State Pkwy SB at X109 and X105 #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, shoulder blocked in #Elizabeth on NJ Tnpke Truck Lns SB south of X13a and X13 #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,Disabled vehicle in #AreaOfTheStatenIslandCrossingsVzLower on The Verrazano Brg Lower Level WB between Bklyn Side and Staten Island Side,1
7.74E+17,"Accident cleared in #Bronx on I-95 NB at Jerome Ave, stop and go traffic back to Major Deegan Xpwy, delay of 1 min #traffic",1
7.74E+17,"Accident cleared in #Nyc on The FDR Dr NB north of 20th, stop and go traffic back to The Manhattan Br, delay of 3 mins #traffic",1
7.74E+17,"Disabled vehicle, center lane blocked in #Clifton on Rt-3 EB at Bloomfield Ave, stop and go traffic back to Grove St, delay of 5 mins",1
7.74E+17,"Disabled vehicle, center lane blocked in #Union on I-78 EB west of X49 and X50 #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, right lane blocked in #Middletown on The Garden State Pkwy SB at X109 and X105 #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,Accident in #Elizabeth on NJ Tnpke Truck Lns SB south of X13a and X13 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,M.T.A. N.Y.C. Subways:  A Train SB irregular subway service at 34th St.-Penn Station #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,Accident cleared in #Cortlandt on Rt-6 EB before US-9 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,"Ramp restrictions in #Queens on The L.I.E. Lower Level WB at The B.Q.E., stop and go traffic back to Maurice Ave, delay of 2 mins #traffic",0
7.74E+17,"Accident, two lanes blocked in #Elizabeth on NJ Tnpke Truck Lns SB south of X13a and X13 #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, left lane blocked in #Nassau on The L.I.E. WB between X44 and X43, stopped traffic back to X48, delay of 36 mins #traffic",1
7.74E+17,Accident in #Cortlandt on Rt-6 EB before US-9 #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,Ramp restrictions in #Bklyn:OnTheGowanusExpwy on I-278 EB at 38th St #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Accident in #Bronx on I-95 NB at Jerome Ave, stop and go traffic back to The G.W.B., delay of 2 mins #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,PATH:  Newark/World Trade irregular train service. delays between Newark and World Trade Ctr #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Incident cleared in #Kings on Belt Pkwy WB at Ocean Pkwy, stop and go traffic back to Rockaway Pkwy, delay of 13 mins #traffic",1
7.74E+17,"Accident cleared in #Manhattan on The FDR Dr SB at 63rd St, stop and go traffic back to The RFK-Triboro Br, delay of 5 mins #traffic",1
7.74E+17,"Fd activity in #Nyc on 8th Ave NB north of W 34th St, stop and go traffic back to W 30th St #traffic https://t.co/cLJ9IKJQWV",1
7.74E+17,"Accident, left lane blocked in #Clark on The Garden State Pkwy NB between X135 and X136, stop and go traffic back to Colonia Rest Area",1
7.74E+17,Incident cleared in #InTheBronx:OnTheCrossBronxExpwy on I-95 SB at Major Deegan Xpwy #traffic https://t.co/cLJ9IKJQWV,1
7.74E+17,Ramp restrictions in #InTheBronx:OnTheCrossBronxExpwy on I-95 SB at Major Deegan Xpwy #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,M.T.A. N.Y.C. Subways:  2 Train SB irregular subway service at 42nd St.-Times Sq #traffic https://t.co/cLJ9IKJQWV,0
7.74E+17,"Accident in #Nyc on The FDR Dr NB north of 20th, stop and go traffic back to The Manhattan Br, delay of 3 mins #traffic",1
7.74E+17,"Accident cleared in #Queens on The Jackie Robinson Pkwy EB approaching I-678, stop and go traffic back to Vermont Pl, delay of 8 mins",1
7.74E+17,Accident cleared in #AreaOfTheLowerEastRiverCrossingsNyc on The Manhattan Brg EB between Manhattan Side and Bklyn Side #traffic,1
7.74E+17,"Accident investigation work in #CrotonFalls on I-684 SB near Hardscrabble Rd, stopped traffic back to I-84, delay of 44 mins #traffic",1
7.74E+17,"Disabled vehicle, shoulder blocked in #Kings on Belt Pkwy WB at Ocean Pkwy, stop and go traffic back to Rockaway Pkwy, delay of 13 mins",1
7.74E+17,"Earlier accident in #Nassau on The L.I.E. EB between X40 and X41, stop and go traffic back to x33, delay of 21 mins #traffic",1
